CD,CSPA category,is CD,ENTREZ ac,ENTREZ gene symbol,Experiment tag,ID link,UP entry name,celltype (Table!S4!statistics$1),Count Detection In Different Cell Types,Num Unique Peps,Organism,Protein Probability
CD147,1 - high confidence,CD,682,BSG,HBL-1,P35613,BASI_HUMAN,HBL-1,47,27,Human,1
CD31,1 - high confidence,CD,5175,PECAM1,HBL-1,P16284,PECA1_HUMAN,HBL-1,14,27,Human,1
CD50,1 - high confidence,CD,3385,ICAM3,HBL-1,P32942,ICAM3_HUMAN,HBL-1,17,30,Human,1
CD79b,1 - high confidence,CD,974,CD79B,HBL-1,P40259,CD79B_HUMAN,HBL-1,7,47,Human,1
CD79a,1 - high confidence,CD,973,CD79A,HBL-1,P11912,CD79A_HUMAN,HBL-1,8,48,Human,1
CD71,1 - high confidence,CD,7037,TFRC,HBL-1,P02786,TFR1_HUMAN,HBL-1,38,52,Human,1
no,1 - high confidence,non CD,3507,IGHM,HBL-1,P01871,IGHM_HUMAN,HBL-1,11,109,Human,1
CD100,1 - high confidence,CD,10507,SEMA4D,HCC4012,Q92854,SEM4D_HUMAN,HCC4012,26,1,Human,0.8694
CD112,1 - high confidence,CD,5819,PVRL2,HCC4012,Q92692,PVRL2_HUMAN,HCC4012,8,1,Human,0.9382
CD142,1 - high confidence,CD,2152,F3,HCC4012,P13726,TF_HUMAN,HCC4012,29,1,Human,0.9967
CD221,1 - high confidence,CD,3480,IGF1R,HCC4012,P08069,IGF1R_HUMAN,HCC4012,38,1,Human,0.9967
CD239,1 - high confidence,CD,4059,BCAM,HCC4012,P50895,BCAM_HUMAN,HCC4012,25,1,Human,0.9967
CD312,1 - high confidence,CD,30817,EMR2,HCC4012,Q9UHX3,EMR2_HUMAN,HCC4012,29,1,Human,0.9994
CD316,1 - high confidence,CD,93185,IGSF8,HCC4012,Q969P0,IGSF8_HUMAN,HCC4012,36,1,Human,0.9967
CD321,1 - high confidence,CD,50848,F11R,HCC4012,Q9Y624,JAM1_HUMAN,HCC4012,12,1,Human,0.9871
CD322,1 - high confidence,CD,58494,JAM2,HCC4012,P57087,JAM2_HUMAN,HCC4012,23,1,Human,0.9967
CD40,1 - high confidence,CD,958,CD40,HCC4012,P25942,TNR5_HUMAN,HCC4012,25,1,Human,0.996
CD49f,1 - high confidence,CD,3655,ITGA6,HCC4012,P23229,ITA6_HUMAN,HCC4012,30,1,Human,0.8388
CD55,1 - high confidence,CD,1604,CD55,HCC4012,P08174,DAF_HUMAN,HCC4012,40,1,Human,0.9967
CD58,1 - high confidence,CD,965,CD58,HCC4012,P19256,LFA3_HUMAN,HCC4012,40,1,Human,0.9969
no,1 - high confidence,non CD,2,A2M,HCC4012,P01023,A2MG_HUMAN,HCC4012,5,1,Human,0.9813
no,1 - high confidence,non CD,375790,AGRN,HCC4012,O00468,AGRIN_HUMAN,HCC4012,14,1,Human,0.874
no,1 - high confidence,non CD,84168,ANTXR1,HCC4012,Q9H6X2,ANTR1_HUMAN,HCC4012,29,1,Human,0.9967
no,1 - high confidence,non CD,537,ATP6AP1,HCC4012,Q15904,VAS1_HUMAN,HCC4012,30,1,Human,0.9967
no,1 - high confidence,non CD,558,AXL,HCC4012,P30530,UFO_HUMAN,HCC4012,22,1,Human,0.9963
no,1 - high confidence,non CD,659,BMPR2,HCC4012,Q13873,BMPR2_HUMAN,HCC4012,15,1,Human,0.9967
no,1 - high confidence,non CD,10384,BTN3A3,HCC4012,O00478,BT3A3_HUMAN,HCC4012,33,1,Human,0.9967
no,1 - high confidence,non CD,54991,C1orf159,HCC4012,Q96HA4,CA159_HUMAN,HCC4012,32,1,Human,0.9947
no,1 - high confidence,non CD,821,CANX,HCC4012,P27824,CALX_HUMAN,HCC4012,31,1,Human,0.9419
no,1 - high confidence,non CD,1012,CDH13,HCC4012,P55290,CAD13_HUMAN,HCC4012,19,1,Human,0.9954
no,1 - high confidence,non CD,26504,CNNM4,HCC4012,Q6P4Q7,CNNM4_HUMAN,HCC4012,35,1,Human,0.9947
no,1 - high confidence,non CD,1277,COL1A1,HCC4012,P02452,CO1A1_HUMAN,HCC4012,14,1,Human,0.9967
no,1 - high confidence,non CD,1290,COL5A2,HCC4012,P05997,CO5A2_HUMAN,HCC4012,9,1,Human,0.996
no,1 - high confidence,non CD,1362,CPD,HCC4012,O75976,CBPD_HUMAN,HCC4012,18,1,Human,0.9967
no,1 - high confidence,non CD,1368,CPM,HCC4012,P14384,CBPM_HUMAN,HCC4012,22,1,Human,0.9967
no,1 - high confidence,non CD,1435,CSF1,HCC4012,P09603,CSF1_HUMAN,HCC4012,15,1,Human,0.9806
no,1 - high confidence,non CD,1889,ECE1,HCC4012,P42892,ECE1_HUMAN,HCC4012,40,1,Human,0.9967
no,1 - high confidence,non CD,1969,EPHA2,HCC4012,P29317,EPHA2_HUMAN,HCC4012,26,1,Human,0.9967
no,1 - high confidence,non CD,11167,FSTL1,HCC4012,Q12841,FSTL1_HUMAN,HCC4012,9,1,Human,0.9963
no,1 - high confidence,non CD,166647,GPR125,HCC4012,Q8IWK6,GP125_HUMAN,HCC4012,15,1,Human,0.9996
no,1 - high confidence,non CD,3106,HLA-B,HCC4012,P30462,1B14_HUMAN,HCC4012,5,1,Human,0.9813
no,1 - high confidence,non CD,3190,HNRNPK,HCC4012,P61978,HNRPK_HUMAN,HCC4012,19,1,Human,0.9967
no,1 - high confidence,non CD,3263,HPX,HCC4012,P02790,HEMO_HUMAN,HCC4012,13,1,Human,0.9954
no,1 - high confidence,non CD,81533,ITFG1,HCC4012,Q8TB96,TIP_HUMAN,HCC4012,17,1,Human,0.9967
no,1 - high confidence,non CD,23065,KIAA0090,HCC4012,Q8N766,K0090_HUMAN,HCC4012,28,1,Human,0.9848
no,1 - high confidence,non CD,55243,KIRREL,HCC4012,Q96J84,KIRR1_HUMAN,HCC4012,27,1,Human,0.9967
no,1 - high confidence,non CD,3910,LAMA4,HCC4012,Q16363,LAMA4_HUMAN,HCC4012,17,1,Human,0.996
no,1 - high confidence,non CD,27076,LYPD3,HCC4012,O95274,LYPD3_HUMAN,HCC4012,7,1,Human,0.9735
no,1 - high confidence,non CD,408050,NOMO3,HCC4012,P69849,NOMO3_HUMAN,HCC4012,23,1,Human,0.9803
no,1 - high confidence,non CD,22854,NTNG1,HCC4012,Q9Y2I2,NTNG1_HUMAN,HCC4012,6,1,Human,0.979
no,1 - high confidence,non CD,23225,NUP210,HCC4012,Q8TEM1,PO210_HUMAN,HCC4012,24,1,Human,0.9967
no,1 - high confidence,non CD,25849,PARM1,HCC4012,Q6UWI2,PARM1_HUMAN,HCC4012,9,1,Human,0.9862
no,1 - high confidence,non CD,56099,PCDHGB7,HCC4012,Q9Y5F8,PCDGJ_HUMAN,HCC4012,2,1,Human,0.9967
no,1 - high confidence,non CD,5328,PLAU,HCC4012,P00749,UROK_HUMAN,HCC4012,19,1,Human,0.9967
no,1 - high confidence,non CD,5360,PLTP,HCC4012,P55058,PLTP_HUMAN,HCC4012,17,1,Human,0.9967
no,1 - high confidence,non CD,5364,PLXNB1,HCC4012,O43157,PLXB1_HUMAN,HCC4012,25,1,Human,0.9803
no,1 - high confidence,non CD,11098,PRSS23,HCC4012,O95084,PRS23_HUMAN,HCC4012,9,1,Human,0.9967
no,1 - high confidence,non CD,5792,PTPRF,HCC4012,P10586,PTPRF_HUMAN,HCC4012,28,1,Human,0.9967
no,1 - high confidence,non CD,5793,PTPRG,HCC4012,P23470,PTPRG_HUMAN,HCC4012,21,1,Human,0.9967
no,1 - high confidence,non CD,5797,PTPRM,HCC4012,P28827,PTPRM_HUMAN,HCC4012,18,1,Human,0.9967
no,1 - high confidence,non CD,7837,PXDN,HCC4012,Q92626,PXDN_HUMAN,HCC4012,7,1,Human,0.98
no,1 - high confidence,non CD,353091,RAET1G,HCC4012,Q6H3X3,RET1G_HUMAN,HCC4012,18,1,Human,0.9926
no,1 - high confidence,non CD,768211,RELL1,HCC4012,Q8IUW5,RELL1_HUMAN,HCC4012,5,1,Human,0.8804
no,1 - high confidence,non CD,65078,RTN4R,HCC4012,Q9BZR6,RTN4R_HUMAN,HCC4012,15,1,Human,0.9787
no,1 - high confidence,non CD,6400,SEL1L,HCC4012,Q9UBV2,SE1L1_HUMAN,HCC4012,26,1,Human,0.9947
no,1 - high confidence,non CD,10512,SEMA3C,HCC4012,Q99985,SEM3C_HUMAN,HCC4012,7,1,Human,0.9967
no,1 - high confidence,non CD,10505,SEMA4F,HCC4012,O95754,SEM4F_HUMAN,HCC4012,4,1,Human,0.9967
no,1 - high confidence,non CD,9990,SLC12A6,HCC4012,Q9UHW9,S12A6_HUMAN,HCC4012,24,1,Human,0.9963
no,1 - high confidence,non CD,56928,SPPL2B,HCC4012,Q8TCT7,PSL1_HUMAN,HCC4012,22,1,Human,0.9967
no,1 - high confidence,non CD,6786,STIM1,HCC4012,Q13586,STIM1_HUMAN,HCC4012,18,1,Human,0.8685
no,1 - high confidence,non CD,7980,TFPI2,HCC4012,P48307,TFPI2_HUMAN,HCC4012,7,1,Human,0.9967
no,1 - high confidence,non CD,7075,TIE1,HCC4012,P35590,TIE1_HUMAN,HCC4012,2,1,Human,0.9878
no,1 - high confidence,non CD,83941,TM2D1,HCC4012,Q9BX74,TM2D1_HUMAN,HCC4012,17,1,Human,0.9885
no,1 - high confidence,non CD,80213,TM2D3,HCC4012,Q9BRN9,TM2D3_HUMAN,HCC4012,11,1,Human,0.996
no,1 - high confidence,non CD,56889,TM9SF3,HCC4012,Q9HD45,TM9S3_HUMAN,HCC4012,44,1,Human,0.9967
no,1 - high confidence,non CD,84910,TMEM87B,HCC4012,Q96K49,TM87B_HUMAN,HCC4012,12,1,Human,0.9963
no,1 - high confidence,non CD,58986,TMEM8A,HCC4012,Q9HCN3,TMM8A_HUMAN,HCC4012,8,1,Human,0.9967
no,1 - high confidence,non CD,252839,TMEM9,HCC4012,Q9P0T7,TMEM9_HUMAN,HCC4012,13,1,Human,0.9954
no,1 - high confidence,non CD,79770,TXNDC15,HCC4012,Q96J42,TXD15_HUMAN,HCC4012,17,1,Human,0.9967
CD155,1 - high confidence,CD,5817,PVR,HCC4012,P15151,PVR_HUMAN,HCC4012,27,2,Human,1
CD201,1 - high confidence,CD,10544,PROCR,HCC4012,Q9UNN8,EPCR_HUMAN,HCC4012,26,2,Human,1
CD228,1 - high confidence,CD,4241,MFI2,HCC4012,P08582,TRFM_HUMAN,HCC4012,15,2,Human,0.9998
CD230,1 - high confidence,CD,5621,PRNP,HCC4012,P04156,PRIO_HUMAN,HCC4012,46,2,Human,1
CD298,1 - high confidence,CD,483,ATP1B3,HCC4012,P54709,AT1B3_HUMAN,HCC4012,45,2,Human,1
CD33,1 - high confidence,CD,945,CD33,HCC4012,P20138,CD33_HUMAN,HCC4012,5,2,Human,1
CD46,1 - high confidence,CD,4179,CD46,HCC4012,P15529,MCP_HUMAN,HCC4012,37,2,Human,1
CD66a,1 - high confidence,CD,634,CEACAM1,HCC4012,P13688,CEAM1_HUMAN,HCC4012,10,2,Human,1
CD71,1 - high confidence,CD,7037,TFRC,HCC4012,P02786,TFR1_HUMAN,HCC4012,38,2,Human,0.9998
no,1 - high confidence,non CD,0,ACAM,HCC4012,Q9H6B4,ACAM_HUMAN,HCC4012,22,2,Human,0.9999
no,1 - high confidence,non CD,11120,BTN2A1,HCC4012,Q7KYR7,BT2A1_HUMAN,HCC4012,33,2,Human,1
no,1 - high confidence,non CD,813,CALU,HCC4012,O43852,CALU_HUMAN,HCC4012,22,2,Human,1
no,1 - high confidence,non CD,1041,CDSN,HCC4012,Q15517,CDSN_HUMAN,HCC4012,10,2,Human,1
no,1 - high confidence,non CD,2048,EPHB2,HCC4012,P29323,EPHB2_HUMAN,HCC4012,28,2,Human,1
no,1 - high confidence,non CD,9780,FAM38A,HCC4012,Q92508,FA38A_HUMAN,HCC4012,29,2,Human,0.9999
no,1 - high confidence,non CD,57211,GPR126,HCC4012,Q86SQ4,GP126_HUMAN,HCC4012,16,2,Human,1
no,1 - high confidence,non CD,2863,GPR39,HCC4012,O43194,GPR39_HUMAN,HCC4012,11,2,Human,1
no,1 - high confidence,non CD,3105,HLA-A,HCC4012,P13746,1A11_HUMAN,HCC4012,11,2,Human,0.9998
no,1 - high confidence,non CD,3105,HLA-A,HCC4012,P30459,1A74_HUMAN,HCC4012,6,2,Human,1
no,1 - high confidence,non CD,3106,HLA-B,HCC4012,P30464,1B15_HUMAN,HCC4012,19,2,Human,0.9999
no,1 - high confidence,non CD,3912,LAMB1,HCC4012,P07942,LAMB1_HUMAN,HCC4012,28,2,Human,1
no,1 - high confidence,non CD,10960,LMAN2,HCC4012,Q12907,LMAN2_HUMAN,HCC4012,29,2,Human,1
no,1 - high confidence,non CD,4055,LTBR,HCC4012,P36941,TNR3_HUMAN,HCC4012,26,2,Human,1
no,1 - high confidence,non CD,4074,M6PR,HCC4012,P20645,MPRD_HUMAN,HCC4012,42,2,Human,1
no,1 - high confidence,non CD,4276,MICA,HCC4012,Q29983,MICA_HUMAN,HCC4012,32,2,Human,1
no,1 - high confidence,non CD,10232,MSLN,HCC4012,Q13421,MSLN_HUMAN,HCC4012,10,2,Human,1
no,1 - high confidence,non CD,23114,NFASC,HCC4012,O94856,NFASC_HUMAN,HCC4012,8,2,Human,1
no,1 - high confidence,non CD,5361,PLXNA1,HCC4012,Q9UIW2,PLXA1_HUMAN,HCC4012,41,2,Human,1
no,1 - high confidence,non CD,5420,PODXL,HCC4012,O00592,PODXL_HUMAN,HCC4012,13,2,Human,1
no,1 - high confidence,non CD,6185,RPN2,HCC4012,P04844,RPN2_HUMAN,HCC4012,15,2,Human,0.9495
no,1 - high confidence,non CD,9294,S1PR2,HCC4012,O95136,S1PR2_HUMAN,HCC4012,31,2,Human,1
no,1 - high confidence,non CD,949,SCARB1,HCC4012,Q8WTV0,SCRB1_HUMAN,HCC4012,31,2,Human,1
no,1 - high confidence,non CD,2030,SLC29A1,HCC4012,Q99808,S29A1_HUMAN,HCC4012,45,2,Human,1
no,1 - high confidence,non CD,6482,ST3GAL1,HCC4012,Q11201,SIA4A_HUMAN,HCC4012,14,2,Human,1
no,1 - high confidence,non CD,10548,TM9SF1,HCC4012,O15321,TM9S1_HUMAN,HCC4012,17,2,Human,1
no,1 - high confidence,non CD,54732,TMED9,HCC4012,Q9BVK6,TMED9_HUMAN,HCC4012,28,2,Human,1
no,1 - high confidence,non CD,54972,TMEM132A,HCC4012,Q24JP5,T132A_HUMAN,HCC4012,10,2,Human,1
no,1 - high confidence,non CD,7474,WNT5A,HCC4012,P41221,WNT5A_HUMAN,HCC4012,16,2,Human,1
CD107a,1 - high confidence,CD,3916,LAMP1,HCC4012,P11279,LAMP1_HUMAN,HCC4012,38,3,Human,1
CD108,1 - high confidence,CD,8482,SEMA7A,HCC4012,O75326,SEM7A_HUMAN,HCC4012,21,3,Human,1
CD130,1 - high confidence,CD,3572,IL6ST,HCC4012,P40189,IL6RB_HUMAN,HCC4012,28,3,Human,1
CD156c,1 - high confidence,CD,102,ADAM10,HCC4012,O14672,ADA10_HUMAN,HCC4012,42,3,Human,1
CD172a,1 - high confidence,CD,140885,SIRPA,HCC4012,P78324,SHPS1_HUMAN,HCC4012,33,3,Human,1
CD200,1 - high confidence,CD,4345,CD200,HCC4012,P41217,OX2G_HUMAN,HCC4012,17,3,Human,1
CD222,1 - high confidence,CD,3482,IGF2R,HCC4012,P11717,MPRI_HUMAN,HCC4012,30,3,Human,1
CD274,1 - high confidence,CD,29126,CD274,HCC4012,Q9NZQ7,PD1L1_HUMAN,HCC4012,21,3,Human,1
CD315,1 - high confidence,CD,5738,PTGFRN,HCC4012,Q9P2B2,FPRP_HUMAN,HCC4012,30,3,Human,1
CD325,1 - high confidence,CD,1000,CDH2,HCC4012,P19022,CADH2_HUMAN,HCC4012,27,3,Human,1
CD63,1 - high confidence,CD,967,CD63,HCC4012,P08962,CD63_HUMAN,HCC4012,42,3,Human,1
CD87,1 - high confidence,CD,5329,PLAUR,HCC4012,Q03405,UPAR_HUMAN,HCC4012,27,3,Human,1
CD95,1 - high confidence,CD,355,FAS,HCC4012,P25445,TNR6_HUMAN,HCC4012,24,3,Human,1
no,1 - high confidence,non CD,285761,DCBLD1,HCC4012,Q8N8Z6,DCBD1_HUMAN,HCC4012,32,3,Human,1
no,1 - high confidence,non CD,131566,DCBLD2,HCC4012,Q96PD2,DCBD2_HUMAN,HCC4012,18,3,Human,1
no,1 - high confidence,non CD,1956,EGFR,HCC4012,P00533,EGFR_HUMAN,HCC4012,27,3,Human,1
no,1 - high confidence,non CD,133418,EMB,HCC4012,Q6PCB8,EMB_HUMAN,HCC4012,30,3,Human,1
no,1 - high confidence,non CD,2200,FBN1,HCC4012,P35555,FBN1_HUMAN,HCC4012,13,3,Human,1
no,1 - high confidence,non CD,57720,GPR107,HCC4012,Q5VW38,GP107_HUMAN,HCC4012,20,3,Human,1
no,1 - high confidence,non CD,3693,ITGB5,HCC4012,P18084,ITB5_HUMAN,HCC4012,20,3,Human,1
no,1 - high confidence,non CD,3959,LGALS3BP,HCC4012,Q08380,LG3BP_HUMAN,HCC4012,31,3,Human,1
no,1 - high confidence,non CD,9019,MPZL1,HCC4012,O95297,MPZL1_HUMAN,HCC4012,46,3,Human,1
no,1 - high confidence,non CD,9180,OSMR,HCC4012,Q99650,OSMR_HUMAN,HCC4012,18,3,Human,1
no,1 - high confidence,non CD,6184,RPN1,HCC4012,P04843,RPN1_HUMAN,HCC4012,29,3,Human,1
no,1 - high confidence,non CD,25800,SLC39A6,HCC4012,Q13433,S39A6_HUMAN,HCC4012,41,3,Human,1
no,1 - high confidence,non CD,25963,TMEM87A,HCC4012,Q8NBN3,TM87A_HUMAN,HCC4012,27,3,Human,1
no,1 - high confidence,non CD,3371,TNC,HCC4012,P24821,TENA_HUMAN,HCC4012,21,3,Human,1
no,1 - high confidence,non CD,114990,VASN,HCC4012,Q6EMK4,VASN_HUMAN,HCC4012,23,3,Human,1
no,1 - high confidence,non CD,7416,VDAC1,HCC4012,P21796,VDAC1_HUMAN,HCC4012,19,3,Human,0.9998
no,1 - high confidence,non CD,196527,ANO6,HCC4012,Q4KMQ2,ANO6_HUMAN,HCC4012,45,4,Human,1
no,1 - high confidence,non CD,8455,ATRN,HCC4012,O75882,ATRN_HUMAN,HCC4012,29,4,Human,1
no,1 - high confidence,non CD,781,CACNA2D1,HCC4012,P54289,CA2D1_HUMAN,HCC4012,23,4,Human,1
no,1 - high confidence,non CD,2191,FAP,HCC4012,Q12884,SEPR_HUMAN,HCC4012,18,4,Human,1
no,1 - high confidence,non CD,2734,GLG1,HCC4012,Q92896,GSLG1_HUMAN,HCC4012,29,4,Human,1
no,1 - high confidence,non CD,3105,HLA-A,HCC4012,P01891,1A68_HUMAN,HCC4012,19,4,Human,1
no,1 - high confidence,non CD,4012,LNPEP,HCC4012,Q9UIQ6,LCAP_HUMAN,HCC4012,39,4,Human,1
no,1 - high confidence,non CD,4756,NEO1,HCC4012,Q92859,NEO1_HUMAN,HCC4012,36,4,Human,1
no,1 - high confidence,non CD,5098,PCDHGC3,HCC4012,Q9UN70,PCDGK_HUMAN,HCC4012,21,4,Human,1
no,1 - high confidence,non CD,23516,SLC39A14,HCC4012,Q15043,S39AE_HUMAN,HCC4012,42,4,Human,1
no,1 - high confidence,non CD,7162,TPBG,HCC4012,Q13641,TPBG_HUMAN,HCC4012,27,4,Human,1
CD109,1 - high confidence,CD,135228,CD109,HCC4012,Q6YHK3,CD109_HUMAN,HCC4012,37,5,Human,1
CD148,1 - high confidence,CD,5795,PTPRJ,HCC4012,Q12913,PTPRJ_HUMAN,HCC4012,40,5,Human,1
CD171,1 - high confidence,CD,3897,L1CAM,HCC4012,P32004,L1CAM_HUMAN,HCC4012,26,5,Human,1
CD280,1 - high confidence,CD,9902,MRC2,HCC4012,Q9UBG0,MRC2_HUMAN,HCC4012,28,5,Human,1
CD49a,1 - high confidence,CD,3672,ITGA1,HCC4012,P56199,ITA1_HUMAN,HCC4012,32,5,Human,1
CD51,1 - high confidence,CD,3685,ITGAV,HCC4012,P06756,ITAV_HUMAN,HCC4012,42,5,Human,1
CD97,1 - high confidence,CD,976,CD97,HCC4012,P48960,CD97_HUMAN,HCC4012,42,5,Human,1
CD98,1 - high confidence,CD,6520,SLC3A2,HCC4012,P08195,4F2_HUMAN,HCC4012,46,5,Human,1
no,1 - high confidence,non CD,481,ATP1B1,HCC4012,P05026,AT1B1_HUMAN,HCC4012,40,5,Human,1
no,1 - high confidence,non CD,8506,CNTNAP1,HCC4012,P78357,CNTP1_HUMAN,HCC4012,16,5,Human,1
no,1 - high confidence,non CD,7087,ICAM5,HCC4012,Q9UMF0,ICAM5_HUMAN,HCC4012,29,5,Human,1
no,1 - high confidence,non CD,3848,KRT1,HCC4012,P04264,K2C1_HUMAN,HCC4012,30,5,Human,1
CD10,1 - high confidence,CD,4311,MME,HCC4012,P08473,NEP_HUMAN,HCC4012,29,6,Human,1
CD156b,1 - high confidence,CD,6868,ADAM17,HCC4012,P78536,ADA17_HUMAN,HCC4012,27,6,Human,1
CD166,1 - high confidence,CD,214,ALCAM,HCC4012,Q13740,CD166_HUMAN,HCC4012,41,6,Human,1
CD276,1 - high confidence,CD,80381,CD276,HCC4012,Q5ZPR3,CD276_HUMAN,HCC4012,36,6,Human,1
no,1 - high confidence,non CD,1464,CSPG4,HCC4012,Q6UVK1,CSPG4_HUMAN,HCC4012,21,6,Human,1
CD107b,1 - high confidence,CD,3920,LAMP2,HCC4012,P13473,LAMP2_HUMAN,HCC4012,35,7,Human,1
CD26,1 - high confidence,CD,1803,DPP4,HCC4012,P27487,DPP4_HUMAN,HCC4012,22,7,Human,1
no,1 - high confidence,non CD,1829,DSG2,HCC4012,Q14126,DSG2_HUMAN,HCC4012,27,7,Human,1
no,1 - high confidence,non CD,3915,LAMC1,HCC4012,P11047,LAMC1_HUMAN,HCC4012,29,7,Human,1
no,1 - high confidence,non CD,5754,PTK7,HCC4012,Q13308,PTK7_HUMAN,HCC4012,32,7,Human,1
CD146,1 - high confidence,CD,4162,MCAM,HCC4012,P43121,MUC18_HUMAN,HCC4012,26,8,Human,1
CD59,1 - high confidence,CD,966,CD59,HCC4012,P13987,CD59_HUMAN,HCC4012,45,8,Human,1
CD56,1 - high confidence,CD,4684,NCAM1,HCC4012,P13591,NCAM1_HUMAN,HCC4012,27,9,Human,1
no,1 - high confidence,non CD,23654,PLXNB2,HCC4012,O15031,PLXB2_HUMAN,HCC4012,40,9,Human,1
no,1 - high confidence,non CD,2335,FN1,HCC4012,P02751,FINC_HUMAN,HCC4012,25,10,Human,1
CD304,1 - high confidence,CD,8829,NRP1,HCC4012,O14786,NRP1_HUMAN,HCC4012,27,11,Human,1
CD318,1 - high confidence,CD,64866,CDCP1,HCC4012,Q9H5V8,CDCP1_HUMAN,HCC4012,12,11,Human,1
CD47,1 - high confidence,CD,961,CD47,HCC4012,Q08722,CD47_HUMAN,HCC4012,44,11,Human,1
CD44,1 - high confidence,CD,960,CD44,HCC4012,P16070,CD44_HUMAN,HCC4012,42,12,Human,1
no,1 - high confidence,non CD,27020,NPTN,HCC4012,Q9Y639,NPTN_HUMAN,HCC4012,46,12,Human,1
CD49c,1 - high confidence,CD,3675,ITGA3,HCC4012,P26006,ITA3_HUMAN,HCC4012,38,14,Human,1
CD147,1 - high confidence,CD,682,BSG,HCC4012,P35613,BASI_HUMAN,HCC4012,47,15,Human,1
CD49e,1 - high confidence,CD,3678,ITGA5,HCC4012,P08648,ITA5_HUMAN,HCC4012,38,15,Human,1
CD73,1 - high confidence,CD,4907,NT5E,HCC4012,P21589,5NTD_HUMAN,HCC4012,30,15,Human,1
CD90,1 - high confidence,CD,7070,THY1,HCC4012,P04216,THY1_HUMAN,HCC4012,25,15,Human,1
CD49b,1 - high confidence,CD,3673,ITGA2,HCC4012,P17301,ITA2_HUMAN,HCC4012,31,17,Human,1
CD54,1 - high confidence,CD,3383,ICAM1,HCC4012,P05362,ICAM1_HUMAN,HCC4012,41,17,Human,1
CD91,1 - high confidence,CD,4035,LRP1,HCC4012,Q07954,LRP1_HUMAN,HCC4012,28,17,Human,1
CD13,1 - high confidence,CD,290,ANPEP,HCC4012,P15144,AMPN_HUMAN,HCC4012,20,21,Human,1
CD29,1 - high confidence,CD,3688,ITGB1,HCC4012,P05556,ITB1_HUMAN,HCC4012,45,49,Human,1
CD119,1 - high confidence,CD,3459,IFNGR1,HDLM-2,P15260,INGR1_HUMAN,HDLM-2,30,1,Human,0.994
CD124,1 - high confidence,CD,3566,IL4R,HDLM-2,P24394,IL4RA_HUMAN,HDLM-2,7,1,Human,0.9954
CD155,1 - high confidence,CD,5817,PVR,HDLM-2,P15151,PVR_HUMAN,HDLM-2,27,1,Human,0.9945
CD194,1 - high confidence,CD,1233,CCR4,HDLM-2,P51679,CCR4_HUMAN,HDLM-2,5,1,Human,0.9945
CD208,1 - high confidence,CD,27074,LAMP3,HDLM-2,Q9UQV4,LAMP3_HUMAN,HDLM-2,4,1,Human,0.9945
CD218a,1 - high confidence,CD,8809,IL18R1,HDLM-2,Q13478,IL18R_HUMAN,HDLM-2,11,1,Human,0.9945
CD230,1 - high confidence,CD,5621,PRNP,HDLM-2,P04156,PRIO_HUMAN,HDLM-2,46,1,Human,0.9945
CD26,1 - high confidence,CD,1803,DPP4,HDLM-2,P27487,DPP4_HUMAN,HDLM-2,22,1,Human,0.9512
CD312,1 - high confidence,CD,30817,EMR2,HDLM-2,Q9UHX3,EMR2_HUMAN,HDLM-2,29,1,Human,0.9984
CD331,1 - high confidence,CD,2260,FGFR1,HDLM-2,P11362,FGFR1_HUMAN,HDLM-2,17,1,Human,0.9935
CD47,1 - high confidence,CD,961,CD47,HDLM-2,Q08722,CD47_HUMAN,HDLM-2,44,1,Human,0.9945
CD49f,1 - high confidence,CD,3655,ITGA6,HDLM-2,P23229,ITA6_HUMAN,HDLM-2,30,1,Human,0.994
CD51,1 - high confidence,CD,3685,ITGAV,HDLM-2,P06756,ITAV_HUMAN,HDLM-2,42,1,Human,0.9945
CD85j,1 - high confidence,CD,10859,LILRB1,HDLM-2,Q8NHL6,LIRB1_HUMAN,HDLM-2,8,1,Human,0.9945
CD92,1 - high confidence,CD,23446,SLC44A1,HDLM-2,Q8WWI5,CTL1_HUMAN,HDLM-2,13,1,Human,0.9945
CDw210a,1 - high confidence,CD,3587,IL10RA,HDLM-2,Q13651,I10R1_HUMAN,HDLM-2,5,1,Human,0.9945
no,1 - high confidence,non CD,338440,ANO9,HDLM-2,A1A5B4,ANO9_HUMAN,HDLM-2,8,1,Human,0.9945
no,1 - high confidence,non CD,333,APLP1,HDLM-2,P51693,APLP1_HUMAN,HDLM-2,6,1,Human,0.9913
no,1 - high confidence,non CD,537,ATP6AP1,HDLM-2,Q15904,VAS1_HUMAN,HDLM-2,30,1,Human,0.9945
no,1 - high confidence,non CD,23545,ATP6V0A2,HDLM-2,Q9Y487,VPP2_HUMAN,HDLM-2,16,1,Human,0.9868
no,1 - high confidence,non CD,659,BMPR2,HDLM-2,Q13873,BMPR2_HUMAN,HDLM-2,15,1,Human,0.9892
no,1 - high confidence,non CD,54991,C1orf159,HDLM-2,Q96HA4,CA159_HUMAN,HDLM-2,32,1,Human,0.9913
no,1 - high confidence,non CD,256076,COL29A1,HDLM-2,A8TX70,CO6A5_HUMAN,HDLM-2,2,1,Human,0.9935
no,1 - high confidence,non CD,285761,DCBLD1,HDLM-2,Q8N8Z6,DCBD1_HUMAN,HDLM-2,32,1,Human,0.9875
no,1 - high confidence,non CD,133418,EMB,HDLM-2,Q6PCB8,EMB_HUMAN,HDLM-2,30,1,Human,0.9945
