Species	Symbol	Ensembl	Family	Protein	Entrez ID
Drosophila_melanogaster	CG10274	FBgn0035690	zf-C2H2	FBpp0112062;	-
Drosophila_melanogaster	CG17802	FBgn0038549	zf-C2H2	FBpp0082950;	-
Drosophila_melanogaster	CG9727	FBgn0037445	RFX	FBpp0303225;FBpp0081227;FBpp0303226;	-
Drosophila_melanogaster	kay	FBgn0001297	TF_bZIP	FBpp0099941;FBpp0084844;FBpp0288515;FBpp0084846;FBpp0308309;	-
Drosophila_melanogaster	CG12219	FBgn0043796	zf-C2H2	FBpp0070886;	-
Drosophila_melanogaster	CG11247	FBgn0037120	zf-C2H2	FBpp0112097;FBpp0078113;FBpp0078112;FBpp0305006;	-
Drosophila_melanogaster	CG2199	FBgn0035213	zf-C2H2	FBpp0304249;FBpp0072605;FBpp0072606;	-
Drosophila_melanogaster	cnc	FBgn0262975	TF_bZIP	FBpp0297671;FBpp0303398;FBpp0297678;FBpp0297672;FBpp0297674;FBpp0297669;FBpp0297675;FBpp0297677;FBpp0297673;FBpp0297670;FBpp0297668;FBpp0297667;FBpp0300547;FBpp0297676;FBpp0307561;FBpp0300546;	-
Drosophila_melanogaster	Su(H)	FBgn0004837	CSL	FBpp0080261;FBpp0312201;	-
Drosophila_melanogaster	CG4318	FBgn0030455	zf-C2H2	FBpp0290904;	-
Drosophila_melanogaster	sqz	FBgn0010768	zf-C2H2	FBpp0083147;	-
Drosophila_melanogaster	CG10366	FBgn0032814	zf-C2H2	FBpp0080800;	-
Drosophila_melanogaster	wek	FBgn0001990	zf-C2H2	FBpp0303719;FBpp0080323;	-
Drosophila_melanogaster	CG7101	FBgn0030963	zf-C2H2	FBpp0074410;	-
Drosophila_melanogaster	lola	FBgn0283521	ZBTB	FBpp0088386;FBpp0088384;FBpp0088948;FBpp0088385;FBpp0088395;FBpp0088394;FBpp0088390;FBpp0088377;FBpp0088396;FBpp0088379;FBpp0088393;FBpp0088382;FBpp0088387;FBpp0088378;FBpp0088376;FBpp0088950;FBpp0088383;FBpp0088951;FBpp0088389;FBpp0099680;FBpp0088391;FBpp0088381;FBpp0088380;FBpp0309831;	-
Drosophila_melanogaster	abd-A	FBgn0000014	Homeobox	FBpp0297433;FBpp0289712;FBpp0082828;FBpp0082829;	-
Drosophila_melanogaster	nau	FBgn0002922	bHLH	FBpp0083863;FBpp0290660;	-
Drosophila_melanogaster	Ada2b	FBgn0037555	MYB	FBpp0081303;FBpp0306430;FBpp0099776;	-
Drosophila_melanogaster	CG17803	FBgn0038547	zf-C2H2	FBpp0312514;FBpp0082952;	-
Drosophila_melanogaster	ovo	FBgn0003028	zf-C2H2	FBpp0070707;FBpp0070706;FBpp0099822;FBpp0291128;FBpp0070708;	-
Drosophila_melanogaster	Oli	FBgn0032651	bHLH	FBpp0292345;FBpp0311110;FBpp0080539;FBpp0292344;	-
Drosophila_melanogaster	kni	FBgn0001320	Miscellaneous	FBpp0077941;FBpp0311151;	-
Drosophila_melanogaster	GATAd	FBgn0032223	zf-GATA	FBpp0079583;FBpp0305310;FBpp0305311;	-
Drosophila_melanogaster	CG15812	FBgn0035405	HTH	FBpp0072892;FBpp0072891;	-
Drosophila_melanogaster	ftz-f1	FBgn0001078	SF-like	FBpp0312453;FBpp0074854;FBpp0074853;FBpp0293169;	-
Drosophila_melanogaster	CG30020	FBgn0050020	zf-C2H2	FBpp0087330;FBpp0308604;	-
Drosophila_melanogaster	onecut	FBgn0028996	CUT	FBpp0088173;FBpp0302730;	-
Drosophila_melanogaster	sna	FBgn0003448	zf-C2H2	FBpp0080298;	-
Drosophila_melanogaster	fd96Cb	FBgn0004898	Fork_head	FBpp0084146;	-
Drosophila_melanogaster	yps	FBgn0022959	CSD	FBpp0075759;FBpp0297134;	-
Drosophila_melanogaster	al	FBgn0000061	Homeobox	FBpp0077713;	-
Drosophila_melanogaster	Axud1	FBgn0261647	CSRNP_N	FBpp0077442;FBpp0303515;FBpp0303516;FBpp0077443;	-
Drosophila_melanogaster	NfI	FBgn0042696	MH1	FBpp0305834;FBpp0088208;	-
Drosophila_melanogaster	da	FBgn0267821	bHLH	FBpp0304504;FBpp0304505;FBpp0079598;	-
Drosophila_melanogaster	CG15708	FBgn0034099	zf-LITAF-like	FBpp0086332;	-
Drosophila_melanogaster	CG1647	FBgn0039602	zf-C2H2	FBpp0307740;FBpp0084695;	-
Drosophila_melanogaster	E(spl)m8-HLH	FBgn0000591	bHLH	FBpp0084335;	-
Drosophila_melanogaster	CG2120	FBgn0030005	zf-C2H2	FBpp0290136;	-
Drosophila_melanogaster	Mad	FBgn0011648	MH1	FBpp0304648;FBpp0077302;	-
Drosophila_melanogaster	CG6808	FBgn0037921	zf-C2H2	FBpp0081927;FBpp0298352;	-
Drosophila_melanogaster	exex	FBgn0041156	Homeobox	FBpp0076468;	-
Drosophila_melanogaster	CG17328	FBgn0028895	zf-C2H2	FBpp0080387;FBpp0308002;	-
Drosophila_melanogaster	Crg-1	FBgn0021738	Fork_head	FBpp0070574;	-
Drosophila_melanogaster	scrt	FBgn0004880	zf-C2H2	FBpp0305342;FBpp0073022;	-
Drosophila_melanogaster	CG1603	FBgn0033185	zf-C2H2	FBpp0088052;FBpp0307862;	-
Drosophila_melanogaster	cyc	FBgn0023094	bHLH	FBpp0074693;	-
Drosophila_melanogaster	eg	FBgn0000560	Miscellaneous	FBpp0305033;FBpp0078091;FBpp0078092;	-
Drosophila_melanogaster	Ssrp	FBgn0010278	HMG	FBpp0072151;	-
Drosophila_melanogaster	ERR	FBgn0035849	ESR-like	FBpp0076447;FBpp0076448;	-
Drosophila_melanogaster	grau	FBgn0001133	zf-C2H2	FBpp0071477;	-
Drosophila_melanogaster	CG12942	FBgn0033569	zf-C2H2	FBpp0087331;	-
Drosophila_melanogaster	croc	FBgn0014143	Fork_head	FBpp0078049;	-
Drosophila_melanogaster	HGTX	FBgn0040318	Homeobox	FBpp0075463;	-
Drosophila_melanogaster	CG17385	FBgn0033934	zf-C2H2	FBpp0086646;FBpp0309009;	-
Drosophila_melanogaster	mamo	FBgn0267033	ZBTB	FBpp0311885;FBpp0311885;FBpp0311881;FBpp0311881;FBpp0311883;FBpp0311883;FBpp0311884;FBpp0311884;FBpp0311882;FBpp0311882;FBpp0311880;FBpp0311880;	-
Drosophila_melanogaster	ATbp	FBgn0039946	zf-C2H2	FBpp0291188;	-
Drosophila_melanogaster	CG2889	FBgn0030206	zf-C2H2	FBpp0298822;FBpp0071385;	-
Drosophila_melanogaster	Fer2	FBgn0038402	bHLH	FBpp0310463;FBpp0310462;FBpp0290923;FBpp0310461;	-
Drosophila_melanogaster	ind	FBgn0025776	Homeobox	FBpp0306007;	-
Drosophila_melanogaster	Nf-YC	FBgn0029905	NF-YC	FBpp0070935;	-
Drosophila_melanogaster	CG42566	FBgn0260768	zf-LITAF-like	FBpp0311085;FBpp0290485;	-
Drosophila_melanogaster	CG5694	FBgn0032197	Nrf1	FBpp0079543;FBpp0079544;	-
Drosophila_melanogaster	bap	FBgn0004862	Homeobox	FBpp0083486;	-
Drosophila_melanogaster	dpn	FBgn0010109	bHLH	FBpp0087879;	-
Drosophila_melanogaster	Tusp	FBgn0039530	Tub	FBpp0291745;FBpp0307233;FBpp0307232;FBpp0291746;	-
Drosophila_melanogaster	slp1	FBgn0003430	Fork_head	FBpp0077188;	-
Drosophila_melanogaster	GATAe	FBgn0038391	zf-GATA	FBpp0292353;FBpp0292352;FBpp0082672;	-
Drosophila_melanogaster	CG7987	FBgn0038244	zf-C2H2	FBpp0082438;FBpp0082437;	-
Drosophila_melanogaster	Pph13	FBgn0023489	Homeobox	FBpp0077730;	-
Drosophila_melanogaster	ouib	FBgn0037618	zf-C2H2	FBpp0081395;	-
Drosophila_melanogaster	trem	FBgn0038767	zf-C2H2	FBpp0083249;	-
Drosophila_melanogaster	Stat92E	FBgn0016917	STAT	FBpp0306652;FBpp0088489;FBpp0099882;FBpp0306653;FBpp0306651;FBpp0088488;FBpp0088487;FBpp0306649;FBpp0306650;FBpp0306648;FBpp0088978;	-
Drosophila_melanogaster	ranshi	FBgn0037620	zf-C2H2	FBpp0081429;	-
Drosophila_melanogaster	CG44002	FBgn0264744	zf-C2H2	FBpp0306251;	-
Drosophila_melanogaster	maf-S	FBgn0034534	TF_bZIP	FBpp0085544;FBpp0309590;	-
Drosophila_melanogaster	CoRest	FBgn0261573	MYB	FBpp0300336;FBpp0292002;FBpp0292000;FBpp0300335;FBpp0292004;FBpp0292001;FBpp0292003;FBpp0307648;FBpp0291999;	-
Drosophila_melanogaster	zld	FBgn0259789	zf-C2H2	FBpp0074577;FBpp0311265;FBpp0074576;	-
Drosophila_melanogaster	CG2712	FBgn0024975	zf-C2H2	FBpp0070466;	-
Drosophila_melanogaster	E(spl)mgamma-HLH	FBgn0002735	bHLH	FBpp0084329;	-
Drosophila_melanogaster	CG15436	FBgn0031610	zf-C2H2	FBpp0077132;	-
Drosophila_melanogaster	H2	FBgn0001170	Homeobox	FBpp0078858;	-
Drosophila_melanogaster	bsh	FBgn0000529	Homeobox	FBpp0088920;FBpp0310398;	-
Drosophila_melanogaster	CG7368	FBgn0036179	zf-C2H2	FBpp0110184;FBpp0297950;	-
Drosophila_melanogaster	wor	FBgn0001983	zf-C2H2	FBpp0080299;	-
Drosophila_melanogaster	Six4	FBgn0027364	Homeobox	FBpp0077933;FBpp0077932;	-
Drosophila_melanogaster	E(spl)mbeta-HLH	FBgn0002733	bHLH	FBpp0084355;	-
Drosophila_melanogaster	bowl	FBgn0004893	zf-C2H2	FBpp0077181;FBpp0077182;FBpp0077179;FBpp0297871;FBpp0077180;FBpp0297872;FBpp0297870;	-
Drosophila_melanogaster	slou	FBgn0002941	Homeobox	FBpp0303415;FBpp0083521;	-
Drosophila_melanogaster	seq	FBgn0028991	zf-C2H2	FBpp0099939;FBpp0310607;	-
Drosophila_melanogaster	dl	FBgn0260632	RHD	FBpp0080560;FBpp0080559;FBpp0080558;FBpp0309222;FBpp0290597;FBpp0290598;	-
Drosophila_melanogaster	CG8089	FBgn0033993	zf-C2H2	FBpp0086549;	-
Drosophila_melanogaster	CG12071	FBgn0039808	zf-C2H2	FBpp0312354;FBpp0311048;FBpp0312355;FBpp0311049;	-
Drosophila_melanogaster	Plzf	FBgn0032401	ZBTB	FBpp0079889;FBpp0079889;FBpp0309540;	-
Drosophila_melanogaster	emc	FBgn0000575	bHLH	FBpp0072477;	-
Drosophila_melanogaster	CG30196	FBgn0050196	zf-LITAF-like	FBpp0071838;	-
Drosophila_melanogaster	lmd	FBgn0039039	zf-C2H2	FBpp0307995;FBpp0083757;	-
Drosophila_melanogaster	CG4250	FBgn0034761	zf-LITAF-like	FBpp0301555;FBpp0071776;	-
Drosophila_melanogaster	CG3328	FBgn0034985	NDT80/PhoG	FBpp0072165;FBpp0310079;FBpp0310078;	-
Drosophila_melanogaster	CG18599	FBgn0038592	Homeobox	FBpp0082993;	-
Drosophila_melanogaster	trh	FBgn0262139	bHLH	FBpp0293064;FBpp0306033;FBpp0306032;FBpp0293065;FBpp0303180;FBpp0303179;FBpp0293063;	-
Drosophila_melanogaster	fd59A	FBgn0004896	Fork_head	FBpp0071809;	-
Drosophila_melanogaster	Poxm	FBgn0003129	PAX	FBpp0110325;	-
Drosophila_melanogaster	her	FBgn0001185	zf-C2H2	FBpp0080440;FBpp0307137;	-
Drosophila_melanogaster	tHMG1	FBgn0038978	HMG	FBpp0083651;	-
Drosophila_melanogaster	Nf-YA	FBgn0035993	NF-YA	FBpp0076232;	-
Drosophila_melanogaster	Ubx	FBgn0003944	Homeobox	FBpp0082796;FBpp0089155;FBpp0082794;FBpp0082797;FBpp0082795;FBpp0082793;	-
Drosophila_melanogaster	RunxB	FBgn0259162	Runt	FBpp0304659;	-
Drosophila_melanogaster	EcR	FBgn0000546	THR-like	FBpp0085352;FBpp0085350;FBpp0291631;FBpp0085349;FBpp0085351;FBpp0085353;	-
Drosophila_melanogaster	dac	FBgn0005677	DACH	FBpp0099814;FBpp0080433;FBpp0080435;FBpp0099813;FBpp0080432;FBpp0080434;	-
Drosophila_melanogaster	CrebB	FBgn0265784	TF_bZIP	FBpp0302024;FBpp0111792;FBpp0302023;FBpp0311927;FBpp0111791;FBpp0402805;FBpp0074329;FBpp0074327;	-
Drosophila_melanogaster	ab	FBgn0264442	ZBTB	FBpp0304818;FBpp0304815;FBpp0304816;FBpp0304820;	-
Drosophila_melanogaster	cad	FBgn0000251	Homeobox	FBpp0089336;FBpp0307151;FBpp0080942;	-
Drosophila_melanogaster	toy	FBgn0019650	PAX	FBpp0308592;FBpp0088249;	-
Drosophila_melanogaster	slbo	FBgn0005638	TF_bZIP	FBpp0072179;FBpp0308452;	-
Drosophila_melanogaster	htk	FBgn0085451	ARID	FBpp0302588;	-
Drosophila_melanogaster	ProtB	FBgn0013301	HMG	FBpp0080243;	-
Drosophila_melanogaster	br	FBgn0283451	ZBTB	FBpp0292596;FBpp0070252;FBpp0289658;FBpp0300638;FBpp0292595;FBpp0070253;FBpp0292597;FBpp0070256;	-
Drosophila_melanogaster	gl	FBgn0004618	zf-C2H2	FBpp0083005;FBpp0083006;FBpp0303075;	-
Drosophila_melanogaster	stg1	FBgn0064123	GCNF-like	FBpp0076940;	-
Drosophila_melanogaster	CG11294	FBgn0030058	Homeobox	FBpp0303873;FBpp0071169;	-
Drosophila_melanogaster	p53	FBgn0039044	P53	FBpp0311439;FBpp0290979;FBpp0083753;FBpp0083752;	-
Drosophila_melanogaster	exd	FBgn0000611	Homeobox	FBpp0305514;FBpp0073942;FBpp0073940;FBpp0305515;	-
Drosophila_melanogaster	nerfin-2	FBgn0041105	zf-C2H2	FBpp0303116;FBpp0081655;	-
Drosophila_melanogaster	CG1529	FBgn0031144	zf-C2H2	FBpp0309382;FBpp0076959;FBpp0309383;	-
Drosophila_melanogaster	ato	FBgn0010433	bHLH	FBpp0081318;	-
Drosophila_melanogaster	CG3847	FBgn0029867	zf-C2H2	FBpp0070870;	-
Drosophila_melanogaster	luna	FBgn0040765	zf-C2H2	FBpp0087305;FBpp0311726;FBpp0305280;	-
Drosophila_melanogaster	Mef2	FBgn0011656	SRF	FBpp0089303;FBpp0087530;FBpp0087531;FBpp0303551;FBpp0087532;FBpp0303550;FBpp0087529;	-
Drosophila_melanogaster	fd19B	FBgn0031086	Fork_head	FBpp0070031;	-
Drosophila_melanogaster	CG14050	FBgn0040392	zf-BED	FBpp0301046;FBpp0070391;	-
Drosophila_melanogaster	CG34367	FBgn0085396	Homeobox	FBpp0290271;FBpp0111504;FBpp0305220;	-
Drosophila_melanogaster	ewg	FBgn0005427	Nrf1	FBpp0100035;FBpp0100036;FBpp0305192;FBpp0088456;FBpp0305194;FBpp0100037;FBpp0088457;FBpp0300528;FBpp0100032;FBpp0100033;FBpp0300529;FBpp0100034;FBpp0305193;	-
Drosophila_melanogaster	D	FBgn0000411	HMG	FBpp0305248;FBpp0305250;FBpp0075488;FBpp0305249;	-
Drosophila_melanogaster	PHDP	FBgn0025334	Homeobox	FBpp0072133;	-
Drosophila_melanogaster	BtbVII	FBgn0263108	ZBTB	FBpp0298302;FBpp0303182;FBpp0298303;FBpp0304406;FBpp0303181;FBpp0298305;FBpp0298306;	-
Drosophila_melanogaster	crp	FBgn0001994	bHLH	FBpp0080411;FBpp0310368;	-
Drosophila_melanogaster	Hr96	FBgn0015240	THR-like	FBpp0084131;	-
Drosophila_melanogaster	ttk	FBgn0003870	ZBTB	FBpp0085190;FBpp0085191;FBpp0085188;FBpp0292319;FBpp0085187;FBpp0292320;FBpp0085186;FBpp0085189;	-
Drosophila_melanogaster	tin	FBgn0004110	Homeobox	FBpp0083485;	-
Drosophila_melanogaster	crc	FBgn0000370	TF_bZIP	FBpp0081041;FBpp0304324;FBpp0304323;FBpp0081040;	-
Drosophila_melanogaster	CG31388	FBgn0051388	zf-C2H2	FBpp0081832;	-
Drosophila_melanogaster	CG7963	FBgn0037584	zf-C2H2	FBpp0290973;	-
Drosophila_melanogaster	E2f2	FBgn0024371	E2F	FBpp0312101;FBpp0081029;	-
Drosophila_melanogaster	Fer1	FBgn0037475	bHLH	FBpp0089410;FBpp0306731;	-
Drosophila_melanogaster	CG10631	FBgn0032817	THAP	FBpp0080856;	-
Drosophila_melanogaster	CG34445	FBgn0085474	zf-LITAF-like	FBpp0111661;	-
Drosophila_melanogaster	tup	FBgn0003896	Homeobox	FBpp0080661;FBpp0080662;FBpp0309708;	-
Drosophila_melanogaster	pdm2	FBgn0004394	Pou	FBpp0079974;FBpp0079973;FBpp0309438;FBpp0309439;	-
Drosophila_melanogaster	bun	FBgn0259176	TSC22	FBpp0288933;FBpp0308611;FBpp0288927;FBpp0289751;FBpp0289748;FBpp0288931;FBpp0289749;FBpp0288932;FBpp0312202;FBpp0289750;	-
Drosophila_melanogaster	CG12391	FBgn0033581	zf-C2H2	FBpp0087300;	-
Drosophila_melanogaster	pdm3	FBgn0261588	Pou	FBpp0292044;FBpp0308446;FBpp0308445;FBpp0292045;	-
Drosophila_melanogaster	CG11966	FBgn0037645	zf-C2H2	FBpp0081492;FBpp0306438;	-
Drosophila_melanogaster	chinmo	FBgn0086758	ZBTB	FBpp0297890;FBpp0077545;FBpp0077546;FBpp0292933;FBpp0292932;FBpp0292934;	-
Drosophila_melanogaster	Meics	FBgn0025874	zf-C2H2	FBpp0305244;FBpp0075533;	-
Drosophila_melanogaster	ham	FBgn0045852	zf-C2H2	FBpp0304335;FBpp0294067;FBpp0304334;FBpp0304333;FBpp0294066;	-
Drosophila_melanogaster	MTF-1	FBgn0040305	zf-C2H2	FBpp0112234;FBpp0112235;FBpp0310641;FBpp0076187;FBpp0076188;FBpp0112236;FBpp0310640;	-
Drosophila_melanogaster	CG4374	FBgn0039078	zf-C2H2	FBpp0302712;FBpp0292405;	-
Drosophila_melanogaster	CG1233	FBgn0035137	zf-C2H2	FBpp0072447;FBpp0072448;	-
Drosophila_melanogaster	bcd	FBgn0000166	Homeobox	FBpp0081166;FBpp0081167;FBpp0081165;FBpp0081168;	-
Drosophila_melanogaster	Trl	FBgn0013263	zf-GAGA	FBpp0089411;FBpp0099867;FBpp0089418;FBpp0099866;FBpp0089419;FBpp0305259;FBpp0305260;FBpp0089415;FBpp0089416;FBpp0089417;	-
Drosophila_melanogaster	cato	FBgn0024249	bHLH	FBpp0086327;	-
Drosophila_melanogaster	noc	FBgn0005771	zf-C2H2	FBpp0309705;FBpp0080215;	-
Drosophila_melanogaster	CG12744	FBgn0033459	zf-C2H2	FBpp0087465;FBpp0087466;	-
Drosophila_melanogaster	ase	FBgn0000137	bHLH	FBpp0070074;	-
Drosophila_melanogaster	scro	FBgn0028993	Homeobox	FBpp0112474;FBpp0112475;FBpp0308955;	-
Drosophila_melanogaster	ss	FBgn0003513	bHLH	FBpp0082768;FBpp0297169;FBpp0297168;	-
Drosophila_melanogaster	CG11617	FBgn0031232	Homeobox	FBpp0300566;FBpp0077805;	-
Drosophila_melanogaster	polybromo	FBgn0039227	HMG	FBpp0084115;	-
Drosophila_melanogaster	Poxn	FBgn0003130	PAX	FBpp0302942;FBpp0086446;	-
Drosophila_melanogaster	so	FBgn0003460	Homeobox	FBpp0089177;	-
Drosophila_melanogaster	CG43689	FBgn0263772	zf-C2HC	FBpp0302633;FBpp0302632;FBpp0308738;FBpp0302630;FBpp0302631;FBpp0302629;	-
Drosophila_melanogaster	tai	FBgn0041092	bHLH	FBpp0292875;FBpp0305597;FBpp0292876;FBpp0292874;FBpp0292873;FBpp0293513;	-
Drosophila_melanogaster	Mitf	FBgn0263112	bHLH	FBpp0298330;FBpp0298327;FBpp0298328;FBpp0298329;	-
Drosophila_melanogaster	toe	FBgn0036285	PAX	FBpp0075712;FBpp0304397;	-
Drosophila_melanogaster	Eip74EF	FBgn0000567	ETS	FBpp0074965;FBpp0074967;FBpp0099825;FBpp0297063;FBpp0074966;	-
Drosophila_melanogaster	btn	FBgn0014949	Homeobox	FBpp0083671;	-
Drosophila_melanogaster	vnd	FBgn0261930	Homeobox	FBpp0070105;FBpp0110229;	-
Drosophila_melanogaster	Sox102F	FBgn0039938	HMG	FBpp0306557;FBpp0088312;FBpp0100057;FBpp0306556;	-
Drosophila_melanogaster	knrl	FBgn0001323	Miscellaneous	FBpp0312390;FBpp0077870;	-
Drosophila_melanogaster	CG6791	FBgn0037918	zf-C2H2	FBpp0081934;FBpp0081935;	-
Drosophila_melanogaster	eve	FBgn0000606	Homeobox	FBpp0087478;	-
Drosophila_melanogaster	Sp1	FBgn0020378	zf-C2H2	FBpp0301973;FBpp0271862;FBpp0071316;FBpp0303753;	-
Drosophila_melanogaster	ken	FBgn0011236	ZBTB	FBpp0072038;FBpp0072038;	-
Drosophila_melanogaster	Prtl99C	FBgn0039707	HMG	FBpp0308288;FBpp0290960;FBpp0290959;	-
Drosophila_melanogaster	rn	FBgn0267337	zf-C2H2	FBpp0288914;FBpp0303173;FBpp0288912;FBpp0289745;	-
Drosophila_melanogaster	CG33557	FBgn0053557	bHLH	FBpp0090974;	-
Drosophila_melanogaster	MTA1-like	FBgn0027951	zf-GATA	FBpp0078383;FBpp0078382;FBpp0288645;FBpp0303347;	-
Drosophila_melanogaster	CG10669	FBgn0039329	zf-C2H2	FBpp0289911;FBpp0084222;	-
Drosophila_melanogaster	Xbp1	FBgn0021872	TF_bZIP	FBpp0301745;FBpp0301746;	-
Drosophila_melanogaster	CG31612	FBgn0051612	zf-C2H2	FBpp0085262;FBpp0290221;	-
Drosophila_melanogaster	Hr51	FBgn0034012	RXR-like	FBpp0112948;	-
Drosophila_melanogaster	CG15336	FBgn0030009	zf-C2H2	FBpp0304003;	-
Drosophila_melanogaster	D19B	FBgn0022699	zf-C2H2	FBpp0076725;	-
Drosophila_melanogaster	CG30431	FBgn0050431	zf-C2H2	FBpp0085335;	-
Drosophila_melanogaster	tj	FBgn0000964	TF_bZIP	FBpp0302925;FBpp0290883;	-
Drosophila_melanogaster	CG31224	FBgn0051224	zf-C2H2	FBpp0083106;FBpp0310714;FBpp0310713;	-
Drosophila_melanogaster	Hr83	FBgn0037436	RXR-like	FBpp0081210;	-
Drosophila_melanogaster	sv	FBgn0005561	PAX	FBpp0088366;FBpp0099750;FBpp0099747;FBpp0099751;FBpp0290778;FBpp0088367;FBpp0099749;	-
Drosophila_melanogaster	CG15696	FBgn0038833	Homeobox	FBpp0083375;	-
Drosophila_melanogaster	en	FBgn0000577	Homeobox	FBpp0087197;FBpp0087198;	-
Drosophila_melanogaster	rib	FBgn0003254	ZBTB	FBpp0303091;FBpp0085700;FBpp0303090;	-
Drosophila_melanogaster	pho	FBgn0002521	zf-C2H2	FBpp0088268;FBpp0088269;	-
Drosophila_melanogaster	Hr39	FBgn0261239	SF-like	FBpp0081010;FBpp0081008;FBpp0081009;FBpp0081007;	-
Drosophila_melanogaster	ct	FBgn0004198	CUT	FBpp0304122;FBpp0071026;FBpp0293664;FBpp0113105;	-
Drosophila_melanogaster	CG10654	FBgn0036294	zf-C2H2	FBpp0304890;FBpp0075703;	-
Drosophila_melanogaster	Ets65A	FBgn0005658	ETS	FBpp0076763;FBpp0271863;FBpp0312433;FBpp0076762;FBpp0312432;	-
Drosophila_melanogaster	osa	FBgn0261885	ARID	FBpp0088962;FBpp0307031;FBpp0290702;FBpp0088544;FBpp0307030;FBpp0088543;	-
Drosophila_melanogaster	CG9890	FBgn0034814	zf-C2H2	FBpp0071893;	-
Drosophila_melanogaster	CG8478	FBgn0037746	zf-C2H2	FBpp0291084;FBpp0291085;FBpp0304480;FBpp0081611;	-
Drosophila_melanogaster	HmgD	FBgn0004362	HMG	FBpp0290624;FBpp0311598;FBpp0071625;FBpp0071626;	-
Drosophila_melanogaster	bi	FBgn0000179	T-box	FBpp0289836;FBpp0301041;FBpp0303589;FBpp0310169;FBpp0301040;FBpp0289835;FBpp0070640;	-
Drosophila_melanogaster	ZIPIC	FBgn0039740	zf-C2H2	FBpp0084965;	-
Drosophila_melanogaster	Hmx	FBgn0264005	Homeobox	FBpp0303411;FBpp0303412;FBpp0312056;	-
Drosophila_melanogaster	bab1	FBgn0004870	ZBTB	FBpp0305467;FBpp0305468;FBpp0305466;FBpp0072538;	-
Drosophila_melanogaster	CG13511	FBgn0034759	zf-LITAF-like	FBpp0071774;FBpp0301553;	-
Drosophila_melanogaster	bip1	FBgn0026263	THAP	FBpp0076462;	-
Drosophila_melanogaster	nub	FBgn0085424	Pou	FBpp0309559;FBpp0111554;FBpp0111555;	-
Drosophila_melanogaster	Deaf1	FBgn0013799	SAND	FBpp0100128;FBpp0302624;FBpp0304463;FBpp0304972;FBpp0074651;	-
Drosophila_melanogaster	FoxK	FBgn0036134	Fork_head	FBpp0290007;FBpp0290008;FBpp0304898;FBpp0304899;FBpp0304900;FBpp0291179;FBpp0290009;FBpp0290010;	-
Drosophila_melanogaster	B-H1	FBgn0011758	Homeobox	FBpp0074204;	-
Drosophila_melanogaster	CG15073	FBgn0034379	zf-C2H2	FBpp0085790;FBpp0309335;	-
Drosophila_melanogaster	CG9609	FBgn0030787	zf-C2H2	FBpp0074130;	-
Drosophila_melanogaster	Eip78C	FBgn0004865	THR-like	FBpp0077964;FBpp0297288;FBpp0297287;FBpp0077963;	-
Drosophila_melanogaster	pzg	FBgn0259785	zf-C2H2	FBpp0304178;FBpp0077992;	-
Drosophila_melanogaster	CG17361	FBgn0036395	zf-C2H2	FBpp0075509;	-
Drosophila_melanogaster	zfh2	FBgn0004607	Homeobox	FBpp0088139;FBpp0297996;FBpp0305133;	-
Drosophila_melanogaster	Pbp95	FBgn0037540	MYB	FBpp0081282;	-
Drosophila_melanogaster	ftz	FBgn0001077	Homeobox	FBpp0081139;	-
Drosophila_melanogaster	Cf2	FBgn0000286	zf-C2H2	FBpp0088592;FBpp0307799;FBpp0088591;FBpp0088590;FBpp0422630;FBpp0293426;	-
Drosophila_melanogaster	Sox100B	FBgn0024288	HMG	FBpp0085097;	-
Drosophila_melanogaster	CG17829	FBgn0025635	zf-C2H2	FBpp0070111;FBpp0070113;FBpp0070112;	-
Drosophila_melanogaster	CG3995	FBgn0038472	zf-BED	FBpp0082869;	-
Drosophila_melanogaster	Clamp	FBgn0032979	zf-C2H2	FBpp0099821;FBpp0085317;	-
Drosophila_melanogaster	bs	FBgn0004101	SRF	FBpp0072178;FBpp0288528;FBpp0309973;	-
Drosophila_melanogaster	comr	FBgn0034667	HSF	FBpp0071651;	-
Drosophila_melanogaster	Sry-delta	FBgn0003512	zf-C2H2	FBpp0084924;	-
Drosophila_melanogaster	fd96Ca	FBgn0004897	Fork_head	FBpp0308353;FBpp0084145;	-
Drosophila_melanogaster	peb	FBgn0003053	zf-C2H2	FBpp0070648;FBpp0099653;	-
Drosophila_melanogaster	dmrt93B	FBgn0038851	DM	FBpp0083410;	-
Drosophila_melanogaster	CG6654	FBgn0038301	zf-C2H2	FBpp0082593;	-
Drosophila_melanogaster	sim	FBgn0004666	bHLH	FBpp0082178;FBpp0306680;FBpp0082179;FBpp0306681;	-
Drosophila_melanogaster	CG8319	FBgn0037722	zf-C2H2	FBpp0081555;	-
Drosophila_melanogaster	E(spl)m7-HLH	FBgn0002633	bHLH	FBpp0084334;	-
Drosophila_melanogaster	CG31441	FBgn0051441	zf-C2H2	FBpp0081831;	-
Drosophila_melanogaster	vis	FBgn0033748	Homeobox	FBpp0087055;FBpp0087056;	-
Drosophila_melanogaster	Sox21b	FBgn0042630	HMG	FBpp0075489;FBpp0303148;FBpp0303149;	-
Drosophila_melanogaster	CG7691	FBgn0038626	zf-C2H2	FBpp0083051;	-
Drosophila_melanogaster	CG11696	FBgn0030314	zf-C2H2	FBpp0073361;	-
