Species	Symbol	Ensembl	Family	Protein	Entrez ID
Caenorhabditis_elegans	gmeb-3	WBGene00008092	SAND	C44F1;	175487
Caenorhabditis_elegans	irx-1	WBGene00007984	Homeobox	C36F7;	172789
Caenorhabditis_elegans	pal-1	WBGene00003912	Homeobox	C38D4c;C38D4b;C38D4c;C38D4a;C38D4a;C38D4c;C38D4c;	175638
Caenorhabditis_elegans	nhr-188	WBGene00018544	RXR-like	F47C10b;F47C10a;	185912
Caenorhabditis_elegans	nhr-158	WBGene00015901	RXR-like	C17E7;	182731
Caenorhabditis_elegans	atf-6	WBGene00000222	TF_bZIP	F45E6;	181405
Caenorhabditis_elegans	lin-29	WBGene00003015	zf-C2H2	W03C9a;W03C9c;W03C9c;W03C9b;	174830
Caenorhabditis_elegans	nhr-68	WBGene00003658	RXR-like	H12C20a;	179589
Caenorhabditis_elegans	ets-7	WBGene00017601	ETS	F19F10;	184687
Caenorhabditis_elegans	nhr-39	WBGene00018404	GCNF-like	F44A2;	185720
Caenorhabditis_elegans	nhr-149	WBGene00015397	RXR-like	C03G6b;C03G6a;	182174
Caenorhabditis_elegans	ztf-27	WBGene00011661	zf-C2H2	T09F3;	188340
Caenorhabditis_elegans	nhr-66	WBGene00003656	Miscellaneous	T09A12b;T09A12j;T09A12d;T09A12h;T09A12c;T09A12i;T09A12a;T09A12a;T09A12a;T09A12e;T09A12i;T09A12f;T09A12g;T09A12g;	177618
Caenorhabditis_elegans	R10E4.11	WBGene00011206	zf-C2H2	R10E4b;	175554
Caenorhabditis_elegans	cfi-1	WBGene00000476	ARID	T23D8;	188793
Caenorhabditis_elegans	hlh-26	WBGene00001965	bHLH	C17C3;	173939
Caenorhabditis_elegans	nhr-58	WBGene00003648	Miscellaneous	R11G11;	178573
Caenorhabditis_elegans	nhr-202	WBGene00019742	Miscellaneous	M02H5a;	187409
Caenorhabditis_elegans	mec-3	WBGene00003167	Homeobox	F01D4c;F01D4a;	177938
Caenorhabditis_elegans	tbx-2	WBGene00006543	T-box	F21H11;F21H11;	175698
Caenorhabditis_elegans	mnm-2	WBGene00003380	zf-C2H2	C10A4;	182489
Caenorhabditis_elegans	C27A2.7	WBGene00044386	zf-C2H2	C27A2;	3565834
Caenorhabditis_elegans	snai-1	WBGene00019299	zf-C2H2	K02D7;	186874
Caenorhabditis_elegans	nhr-108	WBGene00003698	Miscellaneous	F35E8;	180065
Caenorhabditis_elegans	dsc-1	WBGene00001096	Homeobox	C18B12;	181599
Caenorhabditis_elegans	ceh-23	WBGene00000446	Homeobox	ZK652;	176096
Caenorhabditis_elegans	ztf-2	WBGene00008762	zf-C2H2	F13G3;	184429
Caenorhabditis_elegans	ZK673.4	WBGene00014060	zf-BED	ZK673;	191389
Caenorhabditis_elegans	unc-130	WBGene00006853	Fork_head	C47G2;	174721
Caenorhabditis_elegans	ceh-62	WBGene00011069	Homeobox	R06F6;	187642
Caenorhabditis_elegans	nhr-171	WBGene00016926	ESR-like	C54F6;	183807
Caenorhabditis_elegans	nhr-103	WBGene00003693	Miscellaneous	F44C8;	178701
Caenorhabditis_elegans	hlh-2	WBGene00001949	bHLH	M05B5a;	172458
Caenorhabditis_elegans	egrh-2	WBGene00043705	zf-C2H2	Y55F3AMb;Y55F3AMd;Y55F3AMa;Y55F3AMc;	190308
Caenorhabditis_elegans	F19F10.1	WBGene00017598	ETS	F19F10;	184684
Caenorhabditis_elegans	eor-1	WBGene00001324	ZBTB	R11E3b;R11E3a;R11E3a;	177249
Caenorhabditis_elegans	nhr-161	WBGene00016364	Miscellaneous	C33G8;C33G8;	183178
Caenorhabditis_elegans	nhr-15	WBGene00003614	THR-like	F33E11a;	178558
Caenorhabditis_elegans	scrt-1	WBGene00016948	zf-C2H2	C55C2;	183848
Caenorhabditis_elegans	ceh-43	WBGene00000463	Homeobox	C28A5a;C28A5b;	175581
Caenorhabditis_elegans	nhr-96	WBGene00003686	Miscellaneous	F44C8;	178703
Caenorhabditis_elegans	F58G1.2	WBGene00010264	zf-C2H2	F58G1a;F58G1a;F58G1a;F58G1b;	174931
Caenorhabditis_elegans	nhr-283	WBGene00010186	THR-like	F57A10b;F57A10a;F57A10a;	3565118
Caenorhabditis_elegans	mbr-1	WBGene00011315	HTH	T01C1;	187937
Caenorhabditis_elegans	lsl-1	WBGene00009937	zf-C2H2	F52F12;F52F12;	172844
Caenorhabditis_elegans	F54F2.9	WBGene00018836	MYB	F54F2;	176241
Caenorhabditis_elegans	nhr-44	WBGene00003634	Miscellaneous	T19A5;	179276
Caenorhabditis_elegans	cky-1	WBGene00000521	bHLH	C15C8a;C15C8b;	179743
Caenorhabditis_elegans	mab-3	WBGene00003100	DM	Y53C12Ba;	174533
Caenorhabditis_elegans	hlh-10	WBGene00001954	bHLH	ZK682;	191402
Caenorhabditis_elegans	egl-18	WBGene00001186	zf-GATA	F55A8a;F55A8a;F55A8b;	176992
Caenorhabditis_elegans	nhr-257	WBGene00015869	Miscellaneous	C17A2;	182697
Caenorhabditis_elegans	sbp-1	WBGene00004735	bHLH	Y47D3B;	176574
Caenorhabditis_elegans	fkh-7	WBGene00001439	Fork_head	F26D12b;F26D12e;F26D12j;F26D12n;F26D12h;F26D12l;F26D12g;F26D12a;F26D12b;F26D12k;F26D12m;F26D12l;F26D12m;F26D12h;F26D12o;F26D12i;	177340
Caenorhabditis_elegans	hizr-1	WBGene00013976	RXR-like	ZK455;	191322
Caenorhabditis_elegans	nhr-120	WBGene00003710	Miscellaneous	C25B8;	182882
Caenorhabditis_elegans	Y5F2A.4	WBGene00012385	zf-C2H2	Y5F2A;	178004
Caenorhabditis_elegans	nhr-31	WBGene00003625	RXR-like	C26B2a;C26B2a;C26B2c;	177601
Caenorhabditis_elegans	ets-5	WBGene00016600	ETS	C42D8a;C42D8b;	180778
Caenorhabditis_elegans	nhr-62	WBGene00003652	Miscellaneous	Y67A6Aa;	172836
Caenorhabditis_elegans	nhr-264	WBGene00008778	Miscellaneous	F14A5;	184443
Caenorhabditis_elegans	nhr-232	WBGene00012494	Miscellaneous	Y22F5A;	179426
Caenorhabditis_elegans	nhr-34	WBGene00003627	RXR-like	F58G6c;F58G6d;F58G6b;F58G6a;	177800
Caenorhabditis_elegans	nhr-27	WBGene00008901	THR-like	F16H9a;F16H9b;	184597
Caenorhabditis_elegans	nfya-2	WBGene00043056	NF-YA	Y53H1Ab;Y53H1Ac;Y53H1Aa;	3565955
Caenorhabditis_elegans	ZK686	WBGene00022795	zf-C2H2	ZK686;	3565160
Caenorhabditis_elegans	sma-4	WBGene00004858	MH1	R12B2a;R12B2a;R12B2a;	175815
Caenorhabditis_elegans	daf-16	WBGene00000912	Fork_head	R13H8g;R13H8a;R13H8b;R13H8l;R13H8c;R13H8m;R13H8i;R13H8k;R13H8f;R13H8d;R13H8c;R13H8h;R13H8b;	172981
Caenorhabditis_elegans	nhr-143	WBGene00019116	Miscellaneous	F59E11;	186626
Caenorhabditis_elegans	hmg-4	WBGene00001974	HMG	T20B12;T20B12;	176052
Caenorhabditis_elegans	bed-2	WBGene00012943	zf-BED	Y47D3B;	176576
Caenorhabditis_elegans	nhr-112	WBGene00003702	Miscellaneous	Y70C5Ca;	180115
Caenorhabditis_elegans	C46E10.8	WBGene00016712	zf-C2H2	C46E10;	173716
Caenorhabditis_elegans	nhr-122	WBGene00003712	Miscellaneous	Y41D4B;	189821
Caenorhabditis_elegans	nhr-170	WBGene00008309	Miscellaneous	C54E10;	183795
Caenorhabditis_elegans	nhr-277	WBGene00022374	ESR-like	Y94H6A;	190799
Caenorhabditis_elegans	nhr-174	WBGene00008474	Miscellaneous	E03H4;	184021
Caenorhabditis_elegans	ttx-3	WBGene00006654	Homeobox	C40H5a;C40H5b;	181357
Caenorhabditis_elegans	nhr-69	WBGene00003659	RXR-like	T23H4;	172840
Caenorhabditis_elegans	mab-23	WBGene00003114	DM	C32C4a;	266926
Caenorhabditis_elegans	nhr-159	WBGene00015902	SF-like	C17E7a;C17E7b;	182732
Caenorhabditis_elegans	lim-7	WBGene00002989	Homeobox	C04F1;	172236
Caenorhabditis_elegans	npax-4	WBGene00007496	PAX	C09G9a;	182466
Caenorhabditis_elegans	nhr-72	WBGene00003662	Miscellaneous	C17A2;	191721
Caenorhabditis_elegans	Y37D8A.6	WBGene00012548	zf-LITAF-like	Y37D8A;	189614
Caenorhabditis_elegans	ceh-74	WBGene00013876	Homeobox	ZC376;	191149
Caenorhabditis_elegans	ztf-3	WBGene00016905	zf-C2H2	C53D5f;C53D5a;C53D5b;C53D5c;C53D5d;C53D5e;	171617
Caenorhabditis_elegans	nhr-98	WBGene00003688	Miscellaneous	M02H5c;M02H5a;	178568
Caenorhabditis_elegans	ceh-86	WBGene00018355	Homeobox	F42G2;	173597
Caenorhabditis_elegans	sta-1	WBGene00013111	STAT	Y51H4Ac;Y51H4Aa;Y51H4Ab;	178465
Caenorhabditis_elegans	php-3	WBGene00004024	Homeobox	Y75B8A;Y75B8A;	176640
Caenorhabditis_elegans	ceh-27	WBGene00000449	Homeobox	F46F3b;F46F3a;	185853
Caenorhabditis_elegans	camt-1	WBGene00020251	CG-1	T05C1a;T05C1b;	173786
Caenorhabditis_elegans	ztf-28	WBGene00018099	zf-C2H2	F36F12;	185364
Caenorhabditis_elegans	nhr-255	WBGene00014068	RXR-like	ZK678;	191392
Caenorhabditis_elegans	nhr-71	WBGene00003661	Miscellaneous	K11E4a;K11E4b;	181491
Caenorhabditis_elegans	nhr-56	WBGene00003646	Miscellaneous	F44C8a;F44C8a;	178699
Caenorhabditis_elegans	arid-1	WBGene00044689	ARID	Y108G3ALe;Y108G3ALb;Y108G3ALf;Y108G3ALa;Y108G3ALd;Y108G3ALc;	4363100
Caenorhabditis_elegans	aptf-2	WBGene00013383	AP-2	Y62E10Ab;Y62E10Aa;	190458
Caenorhabditis_elegans	nhr-187	WBGene00018542	Miscellaneous	F47C10;	185910
Caenorhabditis_elegans	unc-4	WBGene00006744	Homeobox	F26C11;	174544
Caenorhabditis_elegans	nhr-133	WBGene00003723	Miscellaneous	F44C8a;	185729
Caenorhabditis_elegans	nhr-1	WBGene00003600	RXR-like	R09G11d;R09G11a;R09G11d;R09G11a;R09G11c;R09G11c;	181783
Caenorhabditis_elegans	F43G9.12	WBGene00009672	GCFC	F43G9a;F43G9b;	172662
Caenorhabditis_elegans	egl-38	WBGene00001204	PAX	C04G2;	177876
Caenorhabditis_elegans	B0348.1	WBGene00015151	zf-LITAF-like	B0348;	181935
Caenorhabditis_elegans	nhr-65	WBGene00003655	Miscellaneous	Y17D7Ab;Y17D7Aa;	180230
Caenorhabditis_elegans	nhr-104	WBGene00003694	Miscellaneous	R11E3a;R11E3c;R11E3b;	177248
Caenorhabditis_elegans	atf-8	WBGene00017535	TF_bZIP	F17A9;	178998
Caenorhabditis_elegans	nhr-113	WBGene00003703	Miscellaneous	ZK1025;	173033
Caenorhabditis_elegans	nhr-251	WBGene00022756	Miscellaneous	ZK488;	191329
Caenorhabditis_elegans	zag-1	WBGene00006970	zf-C2H2	F28F9;F28F9;	177144
Caenorhabditis_elegans	pbrm-1	WBGene00007042	HMG	C26C6b;C26C6b;C26C6a;C26C6b;	172504
Caenorhabditis_elegans	hmg-20	WBGene00012209	HMG	W02D9;	173124
Caenorhabditis_elegans	Y37E11B.1	WBGene00021374	zf-C2H2	Y37E11Bb;	177118
Caenorhabditis_elegans	C04F5.9	WBGene00015451	zf-C2H2	C04F5;	178899
Caenorhabditis_elegans	nfx-1	WBGene00007048	zf-NF-X1	C16A3;	175902
Caenorhabditis_elegans	cep-1	WBGene00000467	Others	F52B5a;F52B5a;	172616
Caenorhabditis_elegans	hlh-29	WBGene00001968	bHLH	F31A3;	185136
Caenorhabditis_elegans	nhr-185	WBGene00018539	RXR-like	F47C10;	185907
Caenorhabditis_elegans	nhr-241	WBGene00013483	Miscellaneous	Y69H2;	190558
Caenorhabditis_elegans	ceh-31	WBGene00000452	Homeobox	C33D12;	191621
Caenorhabditis_elegans	nhr-14	WBGene00003613	RXR-like	T01B10a;T01B10b;T01B10a;	181102
Caenorhabditis_elegans	nhr-4	WBGene00003603	RXR-like	F32B6;	177839
Caenorhabditis_elegans	T20F7.1	WBGene00020630	zf-C2H2	T20F7;	181737
Caenorhabditis_elegans	nhr-125	WBGene00003715	Miscellaneous	R02D1a;R02D1b;	187520
Caenorhabditis_elegans	nhr-242	WBGene00022097	RXR-like	Y69A2AR;	190547
Caenorhabditis_elegans	ZK177.3	WBGene00022671	zf-C2H2	ZK177;	191237
Caenorhabditis_elegans	nhr-146	WBGene00045255	Miscellaneous	Y41D4B;	6418682
Caenorhabditis_elegans	nhr-193	WBGene00010215	Miscellaneous	F57G8;	180098
Caenorhabditis_elegans	ast-1	WBGene00020368	ETS	T08H4;	173749
Caenorhabditis_elegans	ceh-16	WBGene00000439	Homeobox	C13G5;C13G5;	191618
Caenorhabditis_elegans	mab-5	WBGene00003102	Homeobox	C08C3;	176091
Caenorhabditis_elegans	vab-3	WBGene00006870	PAX	F14F3c;F14F3b;F14F3a;	181251
Caenorhabditis_elegans	pat-9	WBGene00003933	zf-C2H2	T27B1;	181714
Caenorhabditis_elegans	nhr-60	WBGene00003650	RXR-like	F57A10;	180059
Caenorhabditis_elegans	nhr-204	WBGene00019816	RXR-like	R02C2a;R02C2b;	187519
Caenorhabditis_elegans	met-2	WBGene00019883	MBD	R05D3;	176183
Caenorhabditis_elegans	tra-4	WBGene00018740	zf-C2H2	F53B3;F53B3;	180575
Caenorhabditis_elegans	aptf-1	WBGene00019424	AP-2	K06A1;	187043
Caenorhabditis_elegans	rnt-1	WBGene00004393	Runt	B0414;B0414;	172243
Caenorhabditis_elegans	nhr-270	WBGene00020062	ESR-like	R13D11a;	187867
Caenorhabditis_elegans	tbx-9	WBGene00006546	T-box	T07C4;	176449
Caenorhabditis_elegans	daf-19	WBGene00000914	RFX	F33H1a;F33H1e;F33H1d;F33H1b;F33H1c;	174577
Caenorhabditis_elegans	maf-1	WBGene00077521	TF_bZIP	F45H11;	6418592
Caenorhabditis_elegans	ZK177.11	WBGene00044390	bHLH	ZK177;	3565223
Caenorhabditis_elegans	nfyb-1	WBGene00021132	NF-YB	W10D9b;W10D9a;	173435
Caenorhabditis_elegans	ets-8	WBGene00016798	ETS	C50A2;C50A2;	183631
Caenorhabditis_elegans	ceh-12	WBGene00000436	Homeobox	F33D11a;F33D11b;	172255
Caenorhabditis_elegans	zip-7	WBGene00013100	TF_bZIP	Y51H4Aa;	178459
Caenorhabditis_elegans	sptf-1	WBGene00009743	zf-C2H2	F45H11b;F45H11a;	172909
Caenorhabditis_elegans	tbx-34	WBGene00006553	T-box	Y47D3A;	176549
Caenorhabditis_elegans	nhr-207	WBGene00011098	RXR-like	R07B7;	187661
Caenorhabditis_elegans	nhr-55	WBGene00003645	Miscellaneous	T01G6;	178570
Caenorhabditis_elegans	nhr-245	WBGene00014189	Miscellaneous	ZK1025;	191496
Caenorhabditis_elegans	syd-9	WBGene00044068	zf-C2H2	ZK867c;ZK867d;	180985
Caenorhabditis_elegans	nhr-169	WBGene00008289	Miscellaneous	C54C8;	183768
Caenorhabditis_elegans	lsy-27	WBGene00009834	zf-C2H2	F47H4a;	180149
Caenorhabditis_elegans	K11D12.12	WBGene00019651	zf-C2H2	K11D12;	259619
Caenorhabditis_elegans	nhr-238	WBGene00021611	ESR-like	Y46H3Da;	189971
Caenorhabditis_elegans	tbx-39	WBGene00006558	T-box	Y73F8A;	190678
Caenorhabditis_elegans	ztf-14	WBGene00010936	zf-C2H2	M163;	187492
Caenorhabditis_elegans	ccch-1	WBGene00009532	zf-CCCH	F38B7b;F38B7a;	179584
Caenorhabditis_elegans	fezf-1	WBGene00012639	zf-C2H2	Y38H8A;	3564888
Caenorhabditis_elegans	ceh-38	WBGene00000459	CUT	F22D3h;F22D3d;F22D3b;F22D3i;F22D3c;F22D3e;F22D3g;F22D3f;F22D3c;F22D3l;F22D3d;F22D3p;F22D3j;F22D3n;F22D3k;F22D3o;F22D3m;F22D3a;	174136
Caenorhabditis_elegans	C46E10.9	WBGene00016713	zf-C2H2	C46E10;	-
Caenorhabditis_elegans	bcl-11	WBGene00017430	zf-C2H2	F13H6b;F13H6b;F13H6a;	179019
Caenorhabditis_elegans	C09F5	WBGene00015649	zf-C2H2	C09F5;	182454
Caenorhabditis_elegans	hlh-30	WBGene00020930	bHLH	W02C12d;W02C12a;W02C12h;W02C12f;W02C12g;W02C12e;W02C12h;W02C12g;W02C12a;W02C12g;W02C12b;W02C12a;W02C12c;	177157
Caenorhabditis_elegans	nhr-67	WBGene00003657	RXR-like	C08F8;	178024
Caenorhabditis_elegans	nhr-38	WBGene00003629	Miscellaneous	K01H12a;	191720
Caenorhabditis_elegans	xbp-1	WBGene00006959	TF_bZIP	R74c;R74a;R74b;	175541
Caenorhabditis_elegans	daf-3	WBGene00000899	MH1	F25E2h;F25E2b;F25E2d;F25E2h;F25E2c;F25E2e;F25E2g;F25E2g;F25E2f;F25E2a;	180431
Caenorhabditis_elegans	lag-1	WBGene00002245	CSL	K08B4b;K08B4c;K08B4d;K08B4a;	177373
Caenorhabditis_elegans	nhr-140	WBGene00016366	Miscellaneous	C33G8;	3565647
Caenorhabditis_elegans	F16F9.1	WBGene00017513	zf-LITAF-like	F16F9;F16F9;	184573
Caenorhabditis_elegans	ceh-5	WBGene00000430	Homeobox	C16C2;	191616
Caenorhabditis_elegans	sem-4	WBGene00004773	zf-C2H2	F15C11;	172435
Caenorhabditis_elegans	ttx-1	WBGene00006652	Homeobox	Y113G7Ab;Y113G7Aa;Y113G7Ac;Y113G7Ad;	180313
Caenorhabditis_elegans	T03G11	WBGene00020196	zf-C2H2	T03G11;	188032
Caenorhabditis_elegans	F26F4.8	WBGene00005011	zf-C2H2	F26F4;	184991
Caenorhabditis_elegans	klf-3	WBGene00003480	zf-C2H2	F54H5a;F54H5b;	191713
Caenorhabditis_elegans	nhr-93	WBGene00003683	RXR-like	T24A6a;T24A6c;T24A6b;	13212318
Caenorhabditis_elegans	bnc-1	WBGene00044791	zf-C2H2	F55C5;	4363106
Caenorhabditis_elegans	slr-2	WBGene00013350	zf-C2H2	Y59A8Bb;Y59A8Bc;Y59A8Bd;Y59A8Ba;	190396
Caenorhabditis_elegans	ceh-20	WBGene00000443	Homeobox	F31E3;	3565545
Caenorhabditis_elegans	nhr-89	WBGene00003679	Miscellaneous	E03H4;	184026
Caenorhabditis_elegans	nhr-157	WBGene00015900	THR-like	C17E7;	182730
Caenorhabditis_elegans	ceh-7	WBGene00000432	Homeobox	C34C6;	174391
Caenorhabditis_elegans	nhr-209	WBGene00011100	RXR-like	R07B7;	187663
Caenorhabditis_elegans	odd-1	WBGene00003845	zf-C2H2	B0280;	181893
Caenorhabditis_elegans	nhr-85	WBGene00003675	Miscellaneous	W05B5a;W05B5b;W05B5b;	191732
Caenorhabditis_elegans	ceh-45	WBGene00022837	Homeobox	ZK993b;ZK993a;	171689
Caenorhabditis_elegans	tub-2	WBGene00022139	Tub	Y71G12Ab;Y71G12Aa;	171758
Caenorhabditis_elegans	nhr-129	WBGene00003719	RXR-like	C50B6b;C50B6a;	183635
Caenorhabditis_elegans	Y56A3A.28	WBGene00013240	zf-C2H2	Y56A3A;	176632
Caenorhabditis_elegans	bed-1	WBGene00012674	zf-BED	Y39B6Aa;Y39B6Ab;	180257
Caenorhabditis_elegans	cdc-5L	WBGene00008386	MYB	D1081;	172639
Caenorhabditis_elegans	elt-2	WBGene00001250	zf-GATA	C33D3;	181250
Caenorhabditis_elegans	nhr-180	WBGene00017961	Miscellaneous	F31F4;	185170
Caenorhabditis_elegans	myrf-2	WBGene00008999	NDT80/PhoG	F21A10a;F21A10c;F21A10a;F21A10b;F21A10e;F21A10a;F21A10d;	181229
Caenorhabditis_elegans	fkh-3	WBGene00001435	Fork_head	C29F7a;C29F7b;	181465
Caenorhabditis_elegans	nhr-165	WBGene00008158	Miscellaneous	C47F8;	183558
Caenorhabditis_elegans	daf-12	WBGene00000908	THR-like	F11A1b;F11A1a;F11A1c;F11A1d;	181263
Caenorhabditis_elegans	hlh-19	WBGene00001962	bHLH	F57C12;	186449
Caenorhabditis_elegans	nhr-236	WBGene00021417	Miscellaneous	Y38F2AL;	189677
Caenorhabditis_elegans	sox-4	WBGene00015716	HMG	C12D12a;C12D12b;	182547
Caenorhabditis_elegans	saeg-1	WBGene00010012	MYB	F53H10b;F53H10c;F53H10d;F53H10a;	179505
Caenorhabditis_elegans	npax-2	WBGene00018591	PAX	F48B9;	185967
Caenorhabditis_elegans	ztf-7	WBGene00009772	zf-C2H2	F46B6;F46B6;	179375
Caenorhabditis_elegans	nhr-231	WBGene00012449	Miscellaneous	Y17D7B;	189445
Caenorhabditis_elegans	pax-3	WBGene00003939	PAX	F27E5;	185022
Caenorhabditis_elegans	T13F2	WBGene00011743	PC4	T13F2;	188475
Caenorhabditis_elegans	hlh-15	WBGene00001959	bHLH	C43H6;	183427
Caenorhabditis_elegans	odr-7	WBGene00003854	Miscellaneous	T18D3;	181403
Caenorhabditis_elegans	nhr-41	WBGene00022423	RXR-like	Y104H12Ae;Y104H12Ae;Y104H12Aa;Y104H12Ad;Y104H12Ac;Y104H12Ac;Y104H12Ae;Y104H12Ab;Y104H12Ab;	190865
Caenorhabditis_elegans	nhr-12	WBGene00003611	Miscellaneous	R04B5a;R04B5b;R04B5c;	179403
Caenorhabditis_elegans	nhr-217	WBGene00011651	Miscellaneous	T09E11;	188330
Caenorhabditis_elegans	ceh-79	WBGene00007749	Homeobox	C26E1;C26E1;	179809
Caenorhabditis_elegans	sma-2	WBGene00004856	MH1	ZK370;ZK370;	176229
Caenorhabditis_elegans	nhr-91	WBGene00003681	GCNF-like	Y15E3Aa;Y15E3Ab;Y15E3Aa;Y15E3Aa;Y15E3Aa;	181621
Caenorhabditis_elegans	nhr-254	WBGene00022640	RXR-like	ZK6;	191206
Caenorhabditis_elegans	nhr-78	WBGene00003668	ESR-like	F36A4;	191727
Caenorhabditis_elegans	nhr-10	WBGene00003609	RXR-like	B0280;	175993
Caenorhabditis_elegans	pros-1	WBGene00000448	HPD	K12H4;	176137
Caenorhabditis_elegans	lin-31	WBGene00003017	Fork_head	K10G6;	173740
Caenorhabditis_elegans	nhr-167	WBGene00008208	RXR-like	C49F5;	183613
Caenorhabditis_elegans	hbl-1	WBGene00001824	zf-C2H2	F13D11a;F13D11b;	180848
Caenorhabditis_elegans	nhr-53	WBGene00003643	Miscellaneous	K06B4;	180053
Caenorhabditis_elegans	sea-1	WBGene00004750	T-box	F19B10;	173710
Caenorhabditis_elegans	ceh-9	WBGene00000434	Homeobox	Y65B4BR;	267057
Caenorhabditis_elegans	efl-2	WBGene00001162	E2F	Y48C3Ab;Y48C3Ad;Y48C3Aa;Y48C3Ac;	174980
Caenorhabditis_elegans	nhr-131	WBGene00003721	Miscellaneous	T01G6a;	187962
Caenorhabditis_elegans	nhr-198	WBGene00010603	THR-like	K06B4;	187056
Caenorhabditis_elegans	nhr-228	WBGene00020852	Miscellaneous	T27B7a;	188977
Caenorhabditis_elegans	nhr-110	WBGene00003700	Miscellaneous	Y46H3Db;	178651
Caenorhabditis_elegans	T18D3.7	WBGene00011824	TSC22	T18D3c;T18D3c;T18D3b;T18D3a;T18D3b;T18D3a;	188577
Caenorhabditis_elegans	ZK1037.13	WBGene00045515	Miscellaneous	ZK1037;	6418820
Caenorhabditis_elegans	ceh-39	WBGene00000460	CUT	T26C11;T26C11;	180505
Caenorhabditis_elegans	tbx-41	WBGene00006560	T-box	T26C11a;	188917
Caenorhabditis_elegans	T10B5.10	WBGene00020396	zf-BED	T10B5b;T10B5a;	178666
Caenorhabditis_elegans	aptf-4	WBGene00009202	AP-2	F28C6;	174376
Caenorhabditis_elegans	npax-1	WBGene00017664	PAX	F21D12;	184779
Caenorhabditis_elegans	nhr-153	WBGene00007546	RXR-like	C13C4;	182564
Caenorhabditis_elegans	nhr-119	WBGene00003709	RXR-like	K12H6;	187340
Caenorhabditis_elegans	lsy-2	WBGene00003087	zf-C2H2	F49H12a;F49H12b;F49H12b;	180522
Caenorhabditis_elegans	unc-98	WBGene00006827	zf-C2H2	F08C6;	181020
Caenorhabditis_elegans	let-381	WBGene00002601	Fork_head	F26B1;	172331
Caenorhabditis_elegans	hlh-3	WBGene00001950	bHLH	T24B8;	174447
Caenorhabditis_elegans	pha-4	WBGene00004013	Fork_head	F38A6b;F38A6a;F38A6c;	180357
Caenorhabditis_elegans	C17G10.13	WBGene00270322	THAP	C17G10;C17G10;	29991187
Caenorhabditis_elegans	nhr-177	WBGene00017503	Miscellaneous	F16B4a;	184557
Caenorhabditis_elegans	nhr-23	WBGene00003622	THR-like	C01H6e;C01H6b;C01H6f;C01H6a;C01H6c;C01H6d;	172460
Caenorhabditis_elegans	egl-13	WBGene00001182	HMG	T22B7e;T22B7f;T22B7b;T22B7a;T22B7d;T22B7f;T22B7a;T22B7f;T22B7c;	180833
Caenorhabditis_elegans	unc-120	WBGene00006844	SRF	D1081;	172636
Caenorhabditis_elegans	hlh-1	WBGene00001948	bHLH	B0304b;B0304c;B0304a;B0304c;B0304b;	173788
Caenorhabditis_elegans	nhr-48	WBGene00003638	Miscellaneous	ZK662b;ZK662a;ZK662b;	181661
Caenorhabditis_elegans	C16A3.4	WBGene00015809	zf-C2H2	C16A3;C16A3;	175905
Caenorhabditis_elegans	lim-6	WBGene00002988	Homeobox	K03E6b;K03E6a;	180459
Caenorhabditis_elegans	mxl-1	WBGene00003509	bHLH	T19B10;	179557
Caenorhabditis_elegans	nhr-285	WBGene00012056	THR-like	T26E4;	3565155
Caenorhabditis_elegans	sox-3	WBGene00004950	HMG	F40E10;	185534
Caenorhabditis_elegans	atfs-1	WBGene00013878	TF_bZIP	ZC376a;ZC376c;ZC376d;ZC376a;ZC376b;ZC376b;ZC376c;ZC376d;	179922
Caenorhabditis_elegans	dmd-6	WBGene00007058	DM	F13G11b;F13G11b;F13G11b;	178392
Caenorhabditis_elegans	nhr-197	WBGene00010602	THR-like	K06B4;	187055
Caenorhabditis_elegans	cey-1	WBGene00000472	CSD	F33A8;	174690
Caenorhabditis_elegans	lin-15B	WBGene00023497	THAP	ZK662;ZK662;	181662
Caenorhabditis_elegans	blmp-1	WBGene00003847	zf-C2H2	F25D7a;F25D7b;	172917
Caenorhabditis_elegans	hlh-8	WBGene00001953	bHLH	C02B8;	181069
Caenorhabditis_elegans	Y111B2A.10	WBGene00013734	zf-C2H2	Y111B2Aa;Y111B2Ab;	176678
Caenorhabditis_elegans	ceh-36	WBGene00000457	Homeobox	C37E2;	181529
Caenorhabditis_elegans	nhr-109	WBGene00003699	Miscellaneous	T12C9c;	173780
Caenorhabditis_elegans	nhr-76	WBGene00015497	Miscellaneous	C05G6;	182276
Caenorhabditis_elegans	ztf-23	WBGene00021846	zf-C2H2	Y54E10BR;	171880
Caenorhabditis_elegans	hlh-13	WBGene00001957	bHLH	F48D6;	185980
Caenorhabditis_elegans	nhr-178	WBGene00017510	Miscellaneous	F16B4;	184560
Caenorhabditis_elegans	nhr-127	WBGene00003717	Miscellaneous	T13F3;	188480
Caenorhabditis_elegans	cey-2	WBGene00000473	CSD	F46F11;	172219
Caenorhabditis_elegans	nhr-135	WBGene00003725	Miscellaneous	VC5;	189066
Caenorhabditis_elegans	nhr-18	WBGene00003617	Miscellaneous	F44C8;	178702
Caenorhabditis_elegans	hnd-1	WBGene00001981	bHLH	C44C10;	183457
Caenorhabditis_elegans	nhr-47	WBGene00003637	RXR-like	C24G6;	178933
Caenorhabditis_elegans	nhr-269	WBGene00011150	SF-like	R08H2;	187716
Caenorhabditis_elegans	elt-4	WBGene00001252	zf-GATA	C39B10a;	181249
